scaffold,coverage,stdev
7933,26.4941,10.4049
7937,4.09393,2.18135
7955,0,0
7981,7.11584,3.43207
8040,2.98553,1.918
8063,3.10752,2.73035
8085,0.782551,1.12693
8104,6.78543,2.74628
8131,4.65339,3.48675
8167,11.6203,7.83888
8194,7.08617,2.89609
8212,52.2114,21.8741
8218,11.1365,4.23618
8221,2.73208,1.56074
8245,4.23506,3.0286
8246,1.80188,1.95767
8265,31.0074,16.9764
8279,5.20135,3.28662
8350,0,0
8414,1.08384,1.13526
8415,4.13361,2.74325
8442,0.247606,0.431622
8467,5.31049,2.38288
8479,9.52231,3.83044
8495,1.41128,1.36976
8496,5.05158,2.82418
8539,58.018,27.4282
8657,19.4472,6.18816
8667,7.6986,4.85792
8675,9.71868,3.25786
8689,5.23739,3.50155
8730,4.75772,5.00599
8755,2.73469,1.68258
8786,5.84485,3.8037
8868,3.08298,1.80921
8896,10.801,5.59497
8907,7.36913,4.14559
8940,22.6883,21.5547
8952,0,0
8961,3.49321,1.48562
9022,10.9009,3.85061
9029,2.08621,1.31188
9051,2.88049,3.26997
9099,6.50687,3.91723
9127,3.28986,3.10283
9173,7.05236,4.58553
9186,2.77875,2.26529
9203,10.8819,4.98078
9212,4.20204,2.78097
9266,2.17729,1.85502
9267,2.70549,3.11179
9272,166.668,111.368
9305,21.3042,16.6474
9306,9.29831,3.96225
9326,24.089,5.42866
9350,27.2498,7.54433
9406,1.75648,1.62987
9416,12.9652,10.3345
9538,6.45665,3.0102
9554,518.115,309.551
9576,0,0
9577,7.24944,2.42458
9608,0,0
9699,0,0
9706,25.2133,9.15565
9707,2.11271,1.53925
9719,45.9674,25.4931
9761,0.832194,0.98582
9802,0.628332,1.09858
9825,3.07094,2.59736
9910,0.334356,0.53856
9974,2.60123,1.56202
9975,1.74904,1.51365
10021,2.34158,1.66541
10079,3.46822,2.5211
10095,3.78976,2.64678
10139,131.663,79.0013
10200,15.2664,9.77274
10220,106.252,44.943
10221,0,0
10290,0,0
10320,0.473643,0.707867
10338,0,0
10351,6.35934,3.47162
10382,1.61563,1.43686
10428,2.47743,1.3834
10438,50.9572,14.665
10460,3.43889,1.65287
10506,19.2277,10.7871
10699,240.345,107.341
10713,1.96688,1.24263
10725,2.38076,1.79185
10749,0,0
10797,16.9878,8.90526
10879,1.80179,1.18199
10890,5.73061,5.97048
10934,2.83061,2.36552
10949,3.91646,3.01151
10963,9.75902,2.55836
10964,4.37213,3.66005
11044,8.25062,4.48335
11089,0,0
11141,5.56302,5.12163
11175,2.22527,1.3869
11208,9.41382,4.97381
11306,3.94807,2.18162
11324,3.09899,1.64008
11380,25.8872,21.0408
11395,1.65122,1.83562
11454,0.268808,0.682172
11498,10.8729,3.16079
11649,17.6863,8.79665
11650,2.57179,2.32498
11728,4.37597,2.39802
11729,87.9845,20.0115
11757,25.8074,12.3884
11789,0,0
11825,0.335924,0.472312
11826,1.53541,0.820742
11851,3.38062,1.66859
11852,2.34775,2.71676
11884,3.23504,3.61712
11936,17.8703,9.57003
11937,7.86162,15.4808
11949,3.51829,3.62202
11966,2.51264,2.61519
12042,6.11384,2.39512
12196,2.09974,2.34111
12227,0,0
12228,28.1088,11.4155
12352,5.70766,2.88985
12398,0,0
12427,4.17905,3.03636
12486,19.9013,4.75269
12502,9.2381,3.0846
12518,4.83723,2.46551
12594,6.63415,2.26454
12610,18.6609,6.25699
12715,7.54587,2.65157
12809,4.03653,1.45198
12894,10.3153,3.62615
12895,4.24931,2.22645
12939,5.95133,6.58046
12981,3.26127,1.78458
13185,3.54833,1.81497
13334,4.53327,2.832
13335,1.04686,0.954277
13396,6.08835,5.0026
13469,4.53585,1.55273
13504,5.42439,2.14909
13522,3.39451,2.86407
13636,1.42721,0.787136
13714,218.002,65.4085
13752,1.44306,1.27915
13837,3.05379,2.05145
13959,2.26087,1.98194
14120,40.5141,22.4938
14255,2.54902,1.10105
14354,38.4217,12.618
14366,4.60651,1.86687
14384,4.89042,2.4928
14405,0.166996,0.372972
14508,0,0
14580,108.243,48.6367
14608,1.90828,2.74353
14649,8.35964,4.09875
