scaffold,coverage,stdev
3325,67.8012,35.6513
3328,16.7557,10.1749
3331,7.61785,4.97277
3332,3.35653,12.4009
3337,3.75875,3.88132
3354,4.4223,2.61238
3362,289.213,108.988
3368,672.746,208.417
3376,4.90853,1.68731
3379,1.55284,1.43112
3385,0.291062,0.573555
3398,3.07548,2.66225
3401,6.6846,4.7933
3408,1.45596,1.12427
3409,2.37049,2.98287
3418,3.69674,2.46531
3435,8.21171,3.73492
3439,7.09267,4.71051
3442,3.90501,1.82321
3444,2.50426,1.7427
3450,10.4731,5.33375
3456,5.8239,3.69691
3508,2.24012,2.22493
3516,2.80539,2.79418
3523,3.3037,2.18546
3526,4.006,3.06892
3533,7.53856,4.42592
3546,2.19558,2.1429
3556,2.11846,2.31302
3574,4.38233,3.46042
3576,46.6016,12.971
3589,4.77996,2.29885
3598,5.23312,2.82211
3627,2.48839,3.47265
3643,3.13182,2.9767
3656,7.34217,4.53656
3662,1.66058,1.4648
3665,9.84759,4.59957
3666,3.42152,3.31464
3667,11.6308,4.6038
3679,1.75389,2.05733
3686,4.35655,2.05959
3692,1.28675,1.73504
3707,1.78825,1.9727
3712,2.677,2.43505
3727,7.21369,4.08376
3733,1.49458,1.14323
3735,2.94365,2.22814
3755,2.23347,2.45286
3772,2.0769,2.22914
3778,5.95724,6.81683
3788,3.79844,2.99429
3804,11.0587,7.27855
3809,4.86975,4.16682
3812,4.91702,2.57382
3813,6.85933,3.85036
3819,1.70873,1.95174
3822,1.71969,1.97232
3828,2.19636,1.73257
3837,7.03293,3.36074
3852,1.50664,1.44487
3866,4.90267,2.77735
3867,5.23071,5.00426
3879,1.90402,1.93479
3890,3.62663,3.67457
3899,0,0
3917,3.19971,3.73002
3924,4.7779,3.70304
3925,3.95499,1.49343
3929,2.1641,1.49192
3938,2.70595,3.16503
3943,3.05551,2.67344
3952,3.1488,3.06684
3963,2.35216,2.46916
3974,2.37477,1.60896
3980,0.630604,0.924876
3984,5.84792,2.53986
3992,4.83946,2.11458
4003,5.25056,4.08721
4007,6.24031,4.98403
4010,8.39351,4.74001
4027,20.3282,12.1673
4031,12.967,5.99528
4037,3.71772,2.35541
4046,5.14146,3.10579
4058,3.56658,2.4092
4067,3.53217,2.17182
4072,0.907576,1.34297
4078,10.6797,5.967
4100,0,0
4128,0.922222,1.38785
4129,5.11686,5.75933
4145,4.61254,2.82317
4166,0.460262,0.596384
4167,2.29846,1.85895
4168,1.34286,1.75349
4182,4.29721,2.70475
4186,3.73055,2.66975
4195,1.64017,1.97366
4211,1.05839,1.4196
4229,3.41663,2.89734
4236,28.3128,20.691
4262,1.05794,1.94226
4279,0,0
4298,8.98253,3.7538
4322,2.0419,2.60981
4326,2.19848,2.62578
4353,2.27773,2.10812
4373,1.24294,1.99614
4376,13.0004,7.11088
4390,6.42267,3.10392
4392,3.68206,2.26597
4421,5.53608,3.92812
4431,544.864,185.993
4438,6.37449,2.70708
4450,1.31585,1.4431
4455,3.51393,3.53713
4456,6.06189,3.9748
4457,2.06721,2.99145
4480,3.99959,4.82112
4529,4.83049,4.30991
4553,1.31553,2.10448
4560,24.2367,15.4626
4590,4.66653,3.70283
4596,3.89259,1.74243
4599,11.9048,4.64285
4625,3.81364,2.51181
4638,5.85823,2.91843
4646,9.34749,3.93197
4660,1.99404,1.96995
4680,2.20607,1.99215
4686,0.770878,1.00671
4731,2.8604,3.43843
4736,3.23253,3.11719
4741,1.58402,1.60781
4752,4.58398,3.5831
4762,2.19419,1.91508
4768,0,0
4783,7.13559,4.35634
4789,1.3104,1.33694
4794,5.30109,4.3065
4817,7.24803,3.3621
4826,2.82384,2.51439
4846,1.13714,1.27067
4851,0.862357,0.974142
4880,5.37958,2.68405
4885,0,0
4900,5.94149,2.90025
4901,2.66312,3.35146
4943,7.12098,3.81317
4948,1.29924,1.79567
4952,3.88963,3.91028
4978,2.49035,1.84615
4995,0.93795,1.31357
5019,1.3207,1.91462
5034,5.81855,3.17401
5044,6.01676,3.20118
5091,4.68433,2.86445
5092,3.23847,2.72004
5094,2.95612,2.35511
5112,1.11738,2.32917
5137,7.81483,4.32541
5141,4.84286,2.64727
5166,5.03005,3.56597
5185,0,0
5233,0,0
5241,4.61254,3.90068
5246,1.54728,1.7865
5247,4.41433,3.48366
5265,2.42261,2.40682
5278,0,0
5296,2.25554,1.91836
5297,4.21924,1.63286
5298,1.55446,1.53137
5304,2.11562,1.81737
5366,16.5205,5.81502
5374,5.96562,3.32278
5382,6.74904,3.39393
5397,0.575743,0.684555
5412,6.84686,3.05339
5420,3.09226,1.63019
5421,1.63191,1.76626
5423,520.132,173.932
5435,0.795476,1.20435
5441,4.92393,3.52172
5442,1.73327,1.91919
5449,4.81744,2.67687
5468,5.39739,2.3803
5478,129.381,62.6961
5493,4.93068,2.09136
5494,4.9365,2.25718
5495,3.31911,2.38997
5533,19.6655,9.98738
5538,3.41386,3.27427
5580,30.9951,22.283
5586,7.0972,3.7702
5590,1.74214,1.60329
5707,4.16416,2.69469
5710,28.0821,8.71764
5726,81.2034,29.3434
5733,8.59326,4.22125
5787,7.59848,2.66649
5805,4.42364,1.65111
5811,6.95835,2.58218
5829,4.92363,4.24891
5833,0,0
5847,2.8586,2.57683
5849,4.4096,2.21628
5866,4.77533,2.43612
5870,3.34357,2.009
5883,1.6386,4.09472
5910,113.289,67.2584
5918,2.43321,2.39844
5932,4.77726,3.8867
5939,6.03104,3.30312
5957,188.321,52.4032
5968,8.18295,5.47464
5970,108.699,40.3938
5980,5.90469,3.9067
6073,3.2591,2.52959
6129,0,0
6138,3.47153,1.98266
6139,1.11016,1.29275
6144,4.20873,4.09773
6145,1.78435,1.83848
6156,0.477079,0.801123
6161,5.50053,3.75479
6176,2.90433,1.69633
6187,9.76606,2.80188
6193,13.0332,3.11191
6291,14.255,6.31366
6292,0.914813,0.828031
6297,22.6697,16.2841
6309,0,0
6391,5.3115,4.48723
6413,0.627137,0.926994
6421,4.16842,1.68201
6422,3.14964,4.36089
6533,0.653933,0.973475
6557,8.30592,6.44504
6637,4.65321,4.46504
6638,7.52985,5.86479
6655,5.69191,4.7811
6659,11.3985,6.79528
6680,1.06571,2.22344
6724,0,0
6757,0.552799,1.04554
6784,5.45949,2.0704
6804,2.97158,2.67731
6826,26.3461,8.72344
6828,9.44005,8.89302
6865,0,0
6868,4.84912,2.47267
6884,102.605,43.5745
6926,2.05588,2.02044
6951,4.5112,3.01664
6952,5.86321,3.12536
6970,5.00473,2.50133
6971,3.39622,2.27143
6986,0.525755,0.74805
6987,2.7833,2.04373
6998,6.34045,2.16882
6999,1.05694,0.985221
7005,4.20237,2.11003
7027,9.64069,5.07663
7038,8.31566,6.15613
7108,1.77791,1.86936
7115,1.57958,1.76106
7116,4.09369,1.89948
7125,2.27601,2.42535
7136,2.31306,1.81989
7137,26.3865,8.32837
7165,6.00604,1.95325
7216,10.664,4.57217
7225,3.55434,2.51732
7263,146.196,82.815
7280,0.199023,0.598695
7323,5.15215,2.5779
7371,6.72688,4.99235
7384,12.966,5.12988
7453,163.526,86.5251
7486,6.82034,4.17552
7556,5.16415,2.54397
7575,8.82609,2.85923
7586,65.788,18.5672
7617,2.97407,1.44342
7655,2.76079,2.1635
7672,7.58386,4.35061
7700,2.44133,2.41997
7703,4.06765,3.01526
7732,3.238,1.34594
7733,6.84261,2.66194
7764,1.07445,1.30304
7807,2.30541,3.00357
7877,7.6284,5.58243
7878,4.04475,1.65742
7900,4.68941,2.68337
7911,1.54977,1.44616
7922,5.56221,4.14004
