scaffold,coverage,stdev
381,9.87655,5.98685
382,8.93636,6.31369
384,7.32358,4.4307
385,10.6541,5.26931
389,17.8841,10.9843
390,2.86578,2.76136
391,4.32758,3.4078
392,25.4719,13.4797
395,2.90021,2.69271
397,45.7864,22.1047
399,11.569,5.84814
401,10.4967,5.70872
402,3.45076,2.88108
406,0,0
410,12.5032,11.1882
413,8.19451,5.74747
421,27.218,13.5462
424,130.538,103.198
427,11.1753,6.61375
429,10.6501,5.64775
434,22.7575,10.5486
435,0,0
436,12.4929,7.3275
438,10.1594,6.16016
439,2.48155,2.44672
440,4.00565,3.32149
443,230.255,188.429
446,11.7204,6.0388
448,11.5725,7.88894
449,23.2566,11.3159
450,12.406,7.4484
451,3.63706,3.37344
452,3.0923,3.1089
453,42.0313,12.9
454,11.101,5.92729
456,8.77958,6.83518
458,3.60408,3.28118
459,3.37142,3.15611
463,415.431,189.328
464,7.69977,7.77653
465,0,0
466,501.407,207.308
468,2.92581,2.58183
469,4.74541,5.90315
472,12.8323,8.49761
474,6.45659,4.44249
479,8.21629,4.9995
482,26.7488,15.4648
486,4.50824,3.93446
487,11.5782,6.26248
492,4.25667,3.33231
495,18.7416,10.2595
499,3.4113,3.05905
505,2.50301,2.83273
510,4.95634,5.71982
511,30.2127,21.5302
515,389.198,169.459
517,8.9806,5.3145
520,7.1178,5.45025
527,23.7755,13.5296
531,3.69536,3.35259
534,8.93789,5.23867
535,443.463,203.349
536,7.99832,10.3899
541,12.318,6.4731
542,8.68769,6.8464
546,25.165,13.3147
548,11.2388,5.9489
549,8.94906,5.38617
553,6.1505,2.79291
555,5.20851,4.82705
556,16.2315,10.2559
557,7.2613,5.24273
561,10.1472,6.56381
565,630.961,206.875
567,19.1226,9.48847
569,26.1731,11.2685
571,22.8748,12.8014
577,3.02638,2.6165
581,8.67451,4.03248
585,3.67814,3.35127
594,14.815,8.98522
599,6.87208,4.41079
611,16.1459,7.80385
612,26.4083,15.6872
615,19.8203,13.3916
617,3.14731,3.38626
622,3.70183,3.086
625,3.76836,5.83852
626,0,0
629,9.796,6.49778
630,3.10155,3.05053
632,19.8224,10.4053
635,12.2161,6.76773
636,3.52953,3.07088
641,6.18761,5.58097
642,3.82031,3.02767
643,17.6496,7.93194
655,7.84354,5.33723
657,334.902,278.464
658,61.6363,45.3048
667,4.8258,5.06693
669,5.37145,3.77557
674,9.50329,6.35388
675,6.78882,4.30727
679,5.1634,4.03456
681,5.86385,4.21972
682,11.9543,7.04351
686,3.05862,2.85382
687,3.08668,2.7418
691,3.55772,3.24374
697,4.08059,3.83206
698,3.31293,2.67429
699,25.8985,13.0161
700,4.85303,4.04507
707,3.80276,3.25694
708,2.74375,2.42307
710,12.966,8.36934
712,2.92124,2.64459
713,16.8238,8.89006
715,11.536,7.01551
716,1.39889,2.16751
717,7.96816,5.65069
727,2.91666,2.98763
731,3.49261,3.52742
732,9.55663,6.34868
734,5.53501,3.30234
739,5.47334,3.80409
742,22.3921,10.2345
744,0,0
745,11.0377,16.1647
746,12.72,6.52924
751,11.9289,6.26562
754,11.6956,6.60956
756,8.98649,5.90301
764,2.88212,3.44835
769,2.88744,1.77802
772,5.53235,6.75873
777,9.05647,4.7425
779,3.92799,3.84711
781,4.5599,3.50366
783,2.48468,2.43408
784,10.1631,5.59181
786,12.2876,7.31275
787,223.952,123.256
788,22.4896,11.704
789,2.97175,2.55416
791,15.9868,8.05601
792,3.16095,3.52939
798,4.7971,3.92783
802,9.94506,9.06921
803,9.25954,7.39358
807,10.6142,5.40633
812,11.3044,5.93534
814,6.66447,5.12889
815,10.0794,5.12296
828,11.6513,6.69973
830,21.0039,9.36797
831,6.68775,5.61387
832,5.40169,4.63251
835,37.931,15.3209
838,5.8055,5.97011
840,19.1929,12.0571
841,0.130566,1.62802
846,13.9552,6.5612
848,275.43,133.911
854,4.15519,3.26403
857,8.50603,5.94571
862,13.5771,8.91665
864,9.62407,6.41975
865,21.4352,12.1455
867,15.0573,7.60751
872,7.13428,5.66943
883,10.2878,6.71325
884,12.9166,7.65446
886,12.1108,9.15947
887,201.904,136.269
890,4.62949,4.18495
891,13.1059,8.32379
892,11.6156,6.71832
893,90.171,42.2234
896,8.71036,5.93781
899,157.664,97.776
903,10.5505,5.89918
905,3.85468,2.84912
908,2.73825,2.87195
910,11.2266,8.33445
917,38.2144,19.1701
918,10.7696,5.31368
920,8.40843,4.38418
925,4.2379,3.2939
929,4.78172,3.62198
930,11.2344,6.31145
933,5.38583,3.45381
935,10.5036,5.57715
940,3.36086,2.1125
946,6.49258,3.85925
947,3.43656,2.69455
954,4.91429,5.38951
955,3.75494,4.10816
959,4.28449,3.75767
969,12.7083,6.45995
971,4.33807,3.03284
972,14.2417,7.44033
975,70.6745,30.9445
977,19.7938,8.97279
979,0,0
983,15.3063,6.81927
985,9.32886,9.02253
988,43.6162,20.1003
990,18.7058,8.81173
1004,2.45976,3.28549
1005,1.54665,1.8291
1007,7.08542,4.53427
1011,3.65576,3.18013
1015,6.89469,5.25794
1016,0.0288702,0.238552
1021,22.1812,14.2003
1026,5.90275,3.40982
1028,14.7793,8.98573
1030,10.8074,9.474
1031,68.0159,34.8535
1035,6.39496,5.23179
1036,3.99931,5.64997
1041,9.78423,5.36948
1042,11.7167,6.54342
1043,2.18915,1.65599
1048,10.0889,4.94927
1052,3.3573,2.48577
1053,3.48729,2.80775
1055,11.0802,5.35489
1058,2.80794,2.47015
1062,3.36606,2.65164
1065,28.9513,7.15318
1068,3.29622,2.73875
1069,3.57722,3.20627
1071,32.7284,21.7218
1073,10.7837,4.81331
1075,3.79553,3.36045
1078,7.59734,5.26313
1081,18.2226,31.2177
1090,3.95172,2.51029
1091,3.64647,2.88849
1092,11.449,8.75212
1096,4.02255,3.33371
1097,0,0
1098,31.9618,16.8888
1106,10.0228,5.30201
1107,4.69756,4.18134
1108,2.3643,2.24282
1113,20.5721,34.2499
1114,3.13948,2.73707
1116,12.957,6.63282
1117,6.22549,4.72746
1118,11.5709,9.45551
1119,2.67437,1.99476
1120,6.4361,4.06377
1128,4.53683,4.0889
1130,372.104,191.878
1131,2.91018,2.59541
1137,7.48061,5.1973
1142,19.424,8.41433
1144,17.276,8.31395
1145,2.65452,1.89328
1156,7.1031,5.40658
1160,6.87437,6.72649
1162,3.96516,3.34353
1171,0.146689,0.548296
1174,5,4.26758
1180,11.0494,4.77654
1186,57.1111,19.2896
1192,3.60142,2.77655
1194,7.34524,5.11823
1196,7.96398,7.02065
1197,16.5478,10.7547
1198,9.62039,5.83617
1200,12.783,9.93867
1203,4.56375,3.27231
1204,23.6124,10.5223
1206,12.3035,5.40917
1208,3.14278,2.30984
1209,7.92193,4.36573
1211,0,0
1221,12.7958,7.55616
1222,9.59256,6.36573
1230,5.78425,3.75857
1233,0,0
1234,226.468,94.3241
1237,76.3805,48.3397
1242,104.218,85.2379
1247,10.2759,6.34091
1249,145.626,108.625
1251,4.69694,3.26069
1260,6.06711,3.0111
1261,11.5607,6.09248
1268,5.54607,2.61878
1273,5.85794,5.19737
1277,19.0979,9.88886
1280,7.53629,5.57051
1281,4.98738,3.1511
1282,2.4148,2.67223
1289,1.40217,1.66802
1291,4.36131,2.84558
1302,2.09332,1.86308
1303,11.4871,7.84019
1312,16.2078,10.453
1313,8.9007,7.27044
1315,7.42694,5.34539
1316,5.82769,4.70277
1317,4.88129,3.8398
1318,4.15954,6.10436
1320,2.19302,2.51043
1325,13.2743,18.596
1326,3.2174,3.29088
1327,3.26111,3.15748
1333,12.9341,8.39085
1336,9.19296,6.15203
1338,4.81103,5.52485
1348,3.58542,2.7821
1350,42.4214,17.4537
1352,138.842,48.2184
1358,2.64799,1.93053
1359,12.5529,6.29182
1364,13.193,7.49367
1365,3.36458,3.2484
1366,9.06514,5.16811
1367,8.29445,6.47859
1380,8.0499,4.20503
1390,3.46331,3.71961
1393,2.23069,2.0927
1404,4.70646,3.22085
1410,2.35251,1.86094
1412,2.46153,3.46318
1417,20.8742,8.4466
1427,4.24314,2.73503
1432,189.483,72.5102
1433,1.48601,1.67948
1448,92.3562,52.4953
1456,2.38117,1.95284
1460,6.3826,4.40471
1463,2.91172,3.24307
1475,4.31086,3.89021
1476,3.50016,2.65788
1480,4.32486,3.37729
1482,5.1673,2.52888
1487,2.57292,1.69638
1493,4.42887,3.53347
1496,8.27771,5.71143
1497,7.00397,4.33044
1501,152.375,68.2415
1512,0,0
1515,4.76633,3.74872
1523,2.48151,1.86368
1527,36.9528,17.8507
1529,6.72799,5.27115
1534,11.1806,6.8521
1535,18.8533,11.585
1536,17.401,7.08442
1542,0,0
1548,3.25392,2.63034
1552,11.7386,7.73099
1557,19.7051,13.4373
1563,5.59217,3.57579
1564,4.16678,3.32476
1589,3.86946,3.37623
1604,3.42507,2.57371
1625,5.44778,5.01399
1627,8.89359,5.71721
1628,5.84047,5.57186
1631,13.764,4.99522
1636,8.02247,5.89435
1639,4.46548,4.06097
1641,2.43378,2.45268
1643,3.54486,2.54535
1657,4.6097,5.82658
1659,2.77599,2.35291
1660,4.48955,6.06188
1669,10.3547,5.047
1671,8.02294,5.14885
1674,5.71702,3.24222
1685,7.02662,5.72459
1687,2.28048,2.50782
1688,2.65076,1.87187
1697,0,0
1698,5.04883,4.02209
1701,186.373,49.3404
1744,35.2938,30.7873
1746,2.91337,2.14155
1749,19.3955,11.2139
1752,2.91499,2.8511
1755,4.79627,3.68255
1757,8.62437,8.95616
1784,14.6034,7.66066
1790,12.7915,9.99262
1795,11.0151,8.27982
1800,3.33364,2.82487
1807,3.22028,3.09398
1810,6.59567,3.75075
1811,27.0244,16.0454
1817,7.51403,6.33929
1818,1.52919,2.22716
1828,4.83934,3.92546
1831,13.302,7.74667
1833,3.22361,2.74931
1846,4.2153,2.44276
1847,7.60447,4.34709
1853,6.97529,4.31022
1856,5.32603,4.84912
1858,2.71537,3.11496
1862,11.5672,6.71731
1876,6.81055,3.77652
1877,1.78311,2.06919
1883,14.7544,8.40995
1886,3.77643,3.4975
1898,11.6616,6.63497
1903,11.0111,9.21622
1950,0,0
1958,5.82531,4.82627
1970,7.14898,3.96963
1996,6.25437,3.57925
1999,5.11841,3.92408
2000,2.90743,2.83184
2002,3.28644,2.50195
2003,6.51232,3.71051
2011,9.7046,6.84447
2016,4.79116,3.67151
2027,15.4455,7.55718
2028,11.6829,4.42017
2037,15.3821,6.5478
2048,3.99398,2.76023
2049,3.86501,3.13485
2056,14.346,7.71814
2065,150.272,43.3349
2076,19.3616,12.5847
2078,12.7256,8.10424
2090,9.81094,8.48839
2092,6.38155,4.04853
2099,2.9236,2.5279
2100,3.49153,4.04259
2114,3.5587,3.57123
2115,24.5769,13.9217
2117,14.1621,6.07994
2119,3.28828,1.8748
2123,3.46775,3.53272
2136,8.78243,5.13015
2138,0,0
2142,2.09194,1.77594
2174,9.40753,4.67609
2177,5.53623,3.22391
2181,5.73342,4.35036
2184,4.25621,2.88623
2187,4.53609,4.3552
2191,18.4982,13.0466
2192,4.06152,2.53522
2193,12.7672,6.10594
2197,18.0438,10.8113
2201,16.4719,9.65435
2210,4.14202,2.79028
2214,3.98965,3.03239
2226,6.38677,4.87427
2250,2.33894,1.63848
2254,12.6088,8.38887
2261,3.29271,3.27179
2266,10.5538,7.12508
2267,3.6353,3.51534
2271,2.1457,2.51672
2291,1.60657,1.54752
2294,9.33241,4.82625
2304,74.5223,43.5472
2313,4.1575,4.5408
2315,33.7343,23.2326
2320,2.15202,1.91003
2321,2.70007,2.06132
2323,54.8785,22.8968
2324,13.1057,7.28982
2325,10.0305,9.69381
2330,3.79347,3.36681
2351,8.46703,7.57461
2367,2.8455,1.91708
2371,0,0
2373,55.0306,28.9623
2375,7.5676,8.35262
2385,9.80974,5.39954
2408,7.57556,3.13332
2414,2.68319,1.9881
2419,85.6541,32.169
2442,3.42508,2.84854
2443,15.992,7.31446
2448,5.33034,6.12546
2451,0,0
2457,5.44036,3.96044
2466,8.98245,3.92906
2470,4.69878,2.92712
2476,12.2549,6.07714
2489,7.6914,6.92367
2505,104.919,77.5893
2506,4.62865,3.21009
2507,5.03563,4.65666
2511,5.1062,3.37509
2513,5.48858,4.72985
2514,0,0
2515,3.02707,1.65581
2523,2.05504,2.5994
2526,3.63226,3.90547
2544,3.53452,3.35206
2545,7.94768,5.99044
2552,9.33534,6.34073
2556,27.0678,17.4279
2567,1.74274,1.24472
2569,8.03208,4.30432
2595,8.67804,4.60207
2614,4.68133,4.13738
2616,0,0
2620,2.99872,2.72796
2636,3.45602,3.08465
2643,58.1777,19.1827
2645,3.93199,3.61027
2646,72.6503,23.8846
2647,8.60526,5.6083
2649,0,0
2651,6.29763,6.18039
2655,6.39421,5.62076
2658,6.88289,3.51522
2667,3.85789,2.59189
2673,6.01276,2.76313
2683,10.319,4.92089
2689,3.42943,2.39359
2708,6.00924,3.96816
2716,11.6437,6.69388
2729,7.13112,6.77598
2736,2.81801,3.83119
2746,9.86001,4.54116
2750,0.197379,0.502024
2777,3.04447,3.27293
2796,31.8832,14.5883
2806,5.16222,4.49064
2812,3.94193,2.77494
2817,6.9228,5.31037
2828,3.08894,2.8804
2834,6.81123,3.95872
2840,2.35318,2.07293
2869,12.0963,4.76457
2874,1.99667,2.13523
2876,5.51166,4.2446
2890,0.613255,1.05975
2911,6.08249,4.96936
2931,35.1403,16.5134
2942,10.9861,6.78677
2948,0.164391,0.511801
2954,7.31669,7.14405
2964,17.496,12.5926
2966,17.1555,12.3031
2988,7.35745,5.56874
3005,10.3104,6.46136
3014,17.0718,9.24967
3056,9.66225,5.03029
3058,31.8971,14.2504
3064,11.4419,6.20164
3069,64.6162,31.5228
3070,4.95003,2.04435
3084,4.55506,9.55303
3092,8.22896,6.37377
3106,14.2344,9.1848
3111,22.0956,12.3405
3119,14.4048,5.76902
3126,3.45101,1.7392
3128,3.02082,2.19683
3132,7.32619,6.71502
3150,3.49879,2.04338
3202,5.40148,4.36111
3206,0,0
3219,3.65763,2.08543
3234,26.3723,19.6587
3237,11.2071,8.04019
3241,13.4027,5.55287
3243,15.6308,7.34435
3245,1.35542,1.13241
3253,4.23108,3.08114
3255,16.2765,13.8966
3264,7.82525,5.96809
3279,8.6826,3.78621
3285,10.741,7.26483
3289,1.83647,1.53734
3306,60.6155,33.9409
3311,10.4329,6.94503
3325,29.0029,17.8469
3328,64.5736,30.4468
3331,15.9508,9.18723
3332,7.09374,7.89217
3337,7.11108,3.83716
3354,8.34188,4.20312
3362,170.325,64.165
3368,454.847,172.082
3376,2.2599,1.7032
3379,3.00999,2.52913
3385,0,0
3398,11.3181,7.68778
3401,10.7018,5.7518
3408,3.22327,3.2333
3409,2.04257,1.39191
3418,9.40586,6.17081
3435,5.79614,3.3655
3439,4.11067,3.3274
3442,2.45005,1.31529
3444,2.8116,2.76793
3450,74.128,23.3865
3456,1.99144,2.05213
3508,8.17602,5.85462
3516,1.8523,1.71917
3523,14.8921,7.17339
3526,15.2028,11.1831
3533,14.8484,9.4224
3546,6.94441,5.90511
3556,5.72349,4.66064
3574,4.48955,3.08812
3576,35.5314,16.2936
3589,3.38558,1.64543
3598,8.54768,5.16908
3627,20.1714,11.5066
3643,8.43392,7.11133
3656,16.8606,7.90818
3662,6.20641,3.73481
3665,3.26138,3.05591
3666,7.15178,4.46168
3667,5.20359,3.64703
3679,15.2409,9.14402
3686,3.03153,3.75811
3692,3.30721,3.57502
3707,11.1777,11.7635
3712,7.91638,4.64083
3727,3.9169,2.95108
3733,7.75061,6.09374
3735,5.80294,3.47792
3755,5.39557,4.91653
3772,6.30899,5.68793
3778,0.777385,1.45725
3788,9.53454,5.73986
3804,5.94454,3.71072
3809,8.88399,5.03391
3812,9.39672,5.34387
3813,5.3661,2.45861
3819,7.4631,6.26308
3822,5.33024,3.53363
3828,8.99786,5.64864
3837,2.64066,1.68164
3852,4.12926,2.67708
3866,8.96467,4.12488
3867,5.92286,5.18447
3879,2.80804,3.29786
3890,11.398,7.38026
3899,0,0
3917,5.35451,6.14789
3924,3.17344,2.75834
3925,12.5734,4.13885
3929,8.76374,3.69767
3938,4.85756,4.46601
3943,25.714,11.2986
3952,3.21436,2.85469
3963,4.9151,2.61921
3974,8.69182,4.76508
3980,2.73953,1.68663
3984,2.26595,1.71032
3992,11.8049,5.63291
4003,3.23194,2.40055
4007,4.52422,4.82663
4010,7.22753,3.75068
4027,42.1783,12.4882
4031,4.01087,2.93107
4037,5.81419,5.1312
4046,3.84086,2.17497
4058,5.75519,4.73317
4067,6.14118,5.38454
4072,2.73788,1.97682
4078,7.04208,3.64748
4100,0,0
4128,2.6751,2.05392
4129,1.00192,1.79067
4145,9.08465,6.46973
4166,0,0
4167,4.87066,2.76881
4168,2.60193,1.4552
4182,15.9679,6.08513
4186,8.30933,3.37843
4195,4.87166,3.87806
4211,4.68898,4.3995
4229,5.86451,5.26012
4236,51.2334,22.2858
4262,8.07804,6.55839
4279,0,0
4298,4.0552,2.20345
4322,10.6121,5.41078
4326,2.50599,2.58713
4353,18.5064,6.37279
4373,1.69613,2.52846
4376,10.3367,6.49913
4390,11.8866,6.01416
4392,1.95666,1.76257
4421,2.94293,2.00611
4431,338.244,134.908
4438,1.98692,1.3545
4450,3.33347,3.51963
4455,6.58566,5.83271
4456,3.35164,2.70566
4457,4.30205,5.51304
4480,8.16091,9.36551
4529,13.5002,5.77028
4553,7.72287,6.32911
4560,15.6478,8.26606
4590,11.6833,6.40984
4596,2.09436,1.60019
4599,8.60809,2.55438
4625,9.7086,3.90579
4638,2.98599,2.40741
4646,9.91164,7.09103
4660,4.07368,3.40347
4680,5.03634,2.79803
4686,0.667666,0.946109
4731,7.2486,5.26496
4736,0.242882,0.428824
4741,7.26393,3.74522
4752,4.60476,2.93155
4762,5.21717,3.09958
4768,0.486123,0.822509
4783,13.8357,6.11145
4789,7.37222,6.12867
4794,13.6728,7.88002
4817,2.33683,1.85765
4826,4.27257,3.26445
4846,6.69011,2.56198
4851,3.07432,2.66285
4880,11.5104,6.30438
4885,0,0
4900,4.04654,2.14605
4901,10.8573,5.53375
4943,13.7312,6.01532
4948,15.1326,5.78842
4952,6.24218,4.70747
4978,4.89816,2.66677
4995,1.49505,1.67771
5019,7.01353,2.57285
5034,3.74661,3.06536
5044,1.18804,1.1524
5091,2.87026,1.98316
5092,4.18502,2.33961
5094,2.4543,1.74944
5112,2.46492,5.26782
5137,4.53155,3.03417
5141,6.70415,3.43418
5166,8.12113,5.62334
5185,0,0
5233,0,0
5241,10.423,7.66903
5246,11.3226,6.14878
5247,11.5978,4.89198
5265,10.8241,4.69676
5278,0.35449,1.04274
5296,4.38048,3.07044
5297,13.8727,5.05013
5298,3.76803,3.74782
5304,3.85087,4.7913
5366,5.26718,3.12207
5374,8.95702,6.08732
5382,14.5139,8.16555
5397,1.72339,1.7929
5412,2.68939,2.51658
5420,3.76598,3.24278
5421,10.1509,3.25931
5423,335.024,121.061
5435,3.40087,3.21832
5441,9.33317,5.83547
5442,2.48098,1.73115
5449,5.85164,3.57323
5468,3.95654,2.13794
5478,45.956,29.2391
5493,9.56326,4.04444
5494,8.21667,5.7032
5495,15.2318,5.25006
5533,8.28474,5.88106
5538,9.1674,7.37841
5580,27.7537,14.9784
5586,5.05056,2.33138
5590,4.41306,3.83524
5707,15.2127,7.47805
5710,9.79369,6.64008
5726,28.229,9.3641
5733,4.72147,3.97476
5787,17.2349,7.11002
5805,10.8772,5.34712
5811,3.69985,1.81602
5829,10.3926,3.43623
5833,0,0
5847,2.23941,1.60059
5849,4.01175,3.33587
5866,3.44575,2.22376
5870,3.82796,2.9347
5883,7.53747,12.193
5910,45.9691,26.947
5918,1.05415,1.35676
5932,30.6362,12.9542
5939,2.90585,1.90771
5957,83.6108,30.1236
5968,2.73129,2.84109
5970,71.7702,39.0192
5980,5.17344,5.09316
6073,2.80792,2.72389
6129,0,0
6138,9.44279,7.28605
6139,4.89356,3.04068
6144,20.4846,18.207
6145,5.40575,3.42894
6156,1.54904,2.00486
6161,2.50694,1.62859
6176,7.53127,4.79276
6187,18.0262,8.06557
6193,88.6626,26.016
6291,21.6316,8.34188
6292,4.25719,2.592
6297,8.56545,6.60503
6309,0,0
6391,4.27408,4.04947
6413,0.934915,0.870653
6421,3.10933,1.59034
6422,5.13197,3.39482
6533,1.88146,1.88697
6557,4.83775,3.51586
6637,8.1046,5.35339
6638,22.4491,14.8685
6655,4.12699,2.7734
6659,6.36773,5.17151
6680,5.432,5.1959
6724,0,0
6757,9.47721,5.32424
6784,3.10706,1.66096
6804,6.4826,2.59243
6826,130.368,46.1089
6828,11.479,11.4701
6865,0,0
6868,11.3281,5.38847
6884,36.3454,16.2921
6926,2.11294,1.95964
6951,1.50236,1.94984
6952,12.0029,5.3303
6970,8.47664,5.75047
6971,15.1484,4.82636
6986,4.44168,2.34987
6987,3.96092,3.82084
6998,14.1886,6.41497
6999,3.93238,3.60261
7005,5.36558,3.60685
7027,30.3896,11.3785
7038,6.69684,4.23243
7108,0.627851,1.05641
7115,8.11231,6.2961
7116,14.2901,6.01364
7125,9.53097,3.67519
7136,20.2787,8.44082
7137,90.5033,25.0021
7165,0.690821,0.971111
7216,6.45603,3.89516
7225,3.13843,2.38448
7263,74.9311,53.7696
7280,3.34615,1.8478
7323,2.43067,1.77468
7371,2.29038,1.91274
7384,65.9883,29.9468
7453,111.106,71.9442
7486,5.35434,3.5404
7556,9.95975,4.31929
7575,1.22747,1.00937
7586,30.1369,11.4038
7617,11.864,4.958
7655,12.1542,5.38089
7672,41.6741,12.8034
7700,4.0912,4.01496
7703,1.46777,1.00672
7732,2.45234,2.06255
7733,2.30774,1.50983
7764,2.69576,1.98321
7807,3.2326,1.66549
7877,8.46109,3.74695
7878,3.32166,1.79466
7900,3.68161,4.01265
7911,5.43396,2.74763
7922,30.1531,8.43087
7933,126.679,60.417
7937,4.57665,1.6946
7955,0,0
7981,9.21924,5.93704
8040,3.60987,2.80948
